user_id,occupation,monthly_income,income_variance,upi_txn_count,upi_avg_amount,upi_inflow_outflow_ratio,gst_filing_frequency,monthly_revenue,savings_ratio,missed_payments,credit_score,loan_repaid,risk_level,reason
1268,delivery_agent,65690,0.1,382,1753,1.25,4,168530,0.09,2,642,1,Medium Risk,Low savings
1269,shopkeeper,36086,0.41,50,670,1.23,11,107367,0.28,4,457,0,High Risk,High missed payments
1270,delivery_agent,26859,0.41,237,2012,0.74,0,85382,0.08,2,405,0,High Risk,Low savings
1271,shopkeeper,17684,0.33,105,1695,1.65,5,94319,0.21,4,348,0,High Risk,High missed payments
1272,driver,11207,0.3,84,2293,1.24,8,31170,0.32,2,315,0,High Risk,Stable financial behavior
1273,shopkeeper,56099,0.33,161,466,1.01,11,139952,0.3,3,580,0,High Risk,High missed payments
1274,vendor,77496,0.31,335,713,0.72,2,100145,0.23,2,708,1,Medium Risk,Stable financial behavior
1275,freelancer,76093,0.47,359,1828,1.33,10,125626,0.24,1,708,1,Medium Risk,Stable financial behavior
1276,driver,39689,0.17,85,1429,1.63,2,196014,0.15,0,483,0,High Risk,Low savings
1277,shopkeeper,58651,0.2,488,197,0.92,1,36208,0.26,5,598,0,High Risk,High missed payments
1278,delivery_agent,23893,0.19,266,2095,0.83,3,186250,0.48,2,394,0,High Risk,Stable financial behavior
1279,driver,76418,0.23,129,1438,1.28,9,160111,0.43,0,705,1,Medium Risk,Stable financial behavior
1280,driver,70011,0.36,363,2461,0.73,2,34990,0.12,3,663,1,Medium Risk,High missed payments
1281,shopkeeper,48635,0.16,132,1775,1.5,11,157513,0.06,3,535,0,High Risk,High missed payments
1282,driver,66115,0.53,114,451,1.41,1,149327,0.47,1,638,1,Medium Risk,Stable financial behavior
1283,delivery_agent,88405,0.25,374,2703,0.63,0,99314,0.29,1,775,1,Low Risk,Stable financial behavior
1284,driver,82702,0.18,177,1565,0.55,2,197031,0.29,2,734,1,Medium Risk,Stable financial behavior
1285,delivery_agent,88518,0.44,356,2081,1.43,9,46862,0.4,4,776,1,Low Risk,High missed payments
1286,shopkeeper,82805,0.12,71,278,0.94,5,178345,0.19,3,730,1,Medium Risk,High missed payments
1287,freelancer,68954,0.41,265,1648,0.63,8,113949,0.27,0,662,1,Medium Risk,Stable financial behavior
1288,driver,38064,0.45,156,2634,1.64,10,193572,0.49,4,474,0,High Risk,High missed payments
1289,freelancer,89063,0.21,158,317,0.97,4,150223,0.35,3,771,1,Low Risk,High missed payments
1290,delivery_agent,12454,0.12,421,1478,1.19,2,23956,0.12,2,330,0,High Risk,Low savings
1291,driver,30878,0.28,406,1866,0.86,4,108789,0.11,3,436,0,High Risk,High missed payments
1292,vendor,61098,0.15,230,1084,1.44,4,109451,0.14,1,613,1,Medium Risk,Low savings
1293,freelancer,72154,0.16,405,1393,0.95,4,137782,0.4,0,686,1,Medium Risk,Stable financial behavior
1294,driver,22991,0.23,213,175,1.95,11,22365,0.18,0,395,0,High Risk,Low savings
1295,freelancer,78344,0.25,117,2403,1.55,11,92204,0.06,1,713,1,Medium Risk,Low savings
1296,driver,46593,0.36,341,1775,0.71,6,156072,0.47,4,527,0,High Risk,High missed payments
1297,shopkeeper,46304,0.44,229,1162,1.13,4,77072,0.13,1,524,0,High Risk,Low savings
1298,freelancer,40386,0.4,230,2725,1.08,6,72499,0.05,0,492,0,High Risk,Low savings
1299,vendor,65220,0.17,483,1425,1.3,8,89211,0.16,2,645,1,Medium Risk,Low savings
1300,vendor,79338,0.19,218,738,1.76,4,163979,0.16,4,714,1,Medium Risk,High missed payments
1301,delivery_agent,31083,0.54,451,1330,1.38,1,168408,0.24,5,435,0,High Risk,High missed payments
1302,driver,28354,0.38,71,1282,0.59,4,105220,0.46,3,411,0,High Risk,High missed payments
1303,freelancer,32190,0.53,115,330,1.48,7,113847,0.45,5,434,0,High Risk,High missed payments
1304,delivery_agent,16142,0.29,70,492,0.51,11,129459,0.26,2,343,0,High Risk,Stable financial behavior
1305,freelancer,38398,0.41,149,1913,1.67,3,97755,0.23,5,469,0,High Risk,High missed payments
1306,driver,61971,0.36,433,886,1.5,1,88783,0.3,4,619,1,Medium Risk,High missed payments
1307,vendor,51862,0.26,349,438,0.96,9,147851,0.16,0,565,0,High Risk,Low savings
1308,shopkeeper,63410,0.33,152,666,0.94,2,26472,0.07,0,622,1,Medium Risk,Low savings
1309,vendor,29503,0.35,96,196,1.7,8,173452,0.47,2,425,0,High Risk,Stable financial behavior
1310,delivery_agent,58456,0.2,88,570,1.68,8,123152,0.13,5,587,0,High Risk,High missed payments
1311,shopkeeper,92035,0.26,334,679,1.03,7,178352,0.14,4,792,1,Low Risk,High missed payments
1312,delivery_agent,18016,0.5,359,2531,0.95,7,172931,0.26,3,361,0,High Risk,High missed payments
1313,driver,12384,0.56,139,2241,1.34,7,199474,0.27,5,317,0,High Risk,High missed payments
1314,shopkeeper,72320,0.28,134,338,0.51,7,159334,0.06,5,666,1,Medium Risk,High missed payments
1315,delivery_agent,25072,0.25,322,1459,0.62,7,162138,0.12,3,399,0,High Risk,High missed payments
1316,driver,90018,0.2,385,63,0.69,0,166626,0.22,1,785,1,Low Risk,Stable financial behavior
1317,vendor,50510,0.44,237,306,0.78,5,27008,0.36,2,548,0,High Risk,Stable financial behavior
1318,driver,58933,0.26,208,1771,1.27,11,107851,0.15,4,596,0,High Risk,High missed payments
1319,freelancer,31826,0.59,292,1473,1.99,8,100799,0.24,2,444,0,High Risk,Stable financial behavior
1320,driver,78026,0.26,122,1280,1.48,7,36238,0.3,3,707,1,Medium Risk,High missed payments
1321,driver,35518,0.3,98,907,0.59,2,37153,0.45,4,451,0,High Risk,High missed payments
1322,freelancer,34045,0.4,150,1245,1.29,10,79353,0.2,0,455,0,High Risk,Stable financial behavior
1323,delivery_agent,60876,0.5,51,513,1.24,0,72092,0.11,0,603,1,Medium Risk,Low savings
1324,delivery_agent,61919,0.33,293,319,0.72,1,194224,0.27,4,611,1,Medium Risk,High missed payments
1325,driver,37103,0.31,225,1294,1.88,10,69104,0.39,2,475,0,High Risk,Stable financial behavior
1326,freelancer,46188,0.6,287,2720,1.16,1,175355,0.1,2,522,0,High Risk,Low savings
1327,freelancer,15845,0.11,447,1256,1.99,6,197501,0.24,0,359,0,High Risk,Stable financial behavior
1328,vendor,96698,0.55,108,121,1.13,11,48887,0.06,0,820,1,Low Risk,Low savings
1329,delivery_agent,46674,0.17,402,1356,1.41,5,197244,0.07,3,530,0,High Risk,High missed payments
1330,shopkeeper,29337,0.49,148,2171,0.66,10,24355,0.27,4,419,0,High Risk,High missed payments
1331,delivery_agent,32313,0.41,491,2452,1.18,1,53701,0.18,2,448,0,High Risk,Low savings
1332,delivery_agent,36943,0.27,408,1800,0.86,7,192606,0.43,3,475,0,High Risk,High missed payments
1333,vendor,87949,0.54,491,546,1.75,8,91442,0.32,2,781,1,Low Risk,Stable financial behavior
1334,shopkeeper,10276,0.11,484,1037,1.68,6,32279,0.25,0,327,0,High Risk,Stable financial behavior
1335,vendor,61151,0.21,51,2677,1.74,3,194563,0.23,4,602,1,Medium Risk,High missed payments
1336,shopkeeper,27611,0.38,292,959,1.59,0,140738,0.27,1,417,0,High Risk,Stable financial behavior
1337,driver,21944,0.28,346,422,1.75,3,159333,0.07,4,380,0,High Risk,High missed payments
1338,shopkeeper,62887,0.41,260,411,0.8,3,155546,0.45,5,616,1,Medium Risk,High missed payments
1339,vendor,91442,0.11,172,2190,1.18,7,111414,0.5,1,792,1,Low Risk,Stable financial behavior
1340,delivery_agent,59847,0.16,278,1394,1.54,3,48390,0.13,3,603,1,Medium Risk,High missed payments
1341,shopkeeper,68653,0.16,131,373,1.46,3,177997,0.1,1,653,1,Medium Risk,Low savings
1342,shopkeeper,96072,0.19,193,2481,1.57,1,102174,0.11,1,815,1,Low Risk,Low savings
1343,freelancer,66622,0.33,437,624,0.84,11,24787,0.35,3,651,1,Medium Risk,High missed payments
1344,delivery_agent,37810,0.48,189,785,0.65,9,63724,0.35,4,470,0,High Risk,High missed payments
1345,driver,87842,0.55,78,2834,1.88,6,30663,0.43,3,764,1,Low Risk,High missed payments
1346,vendor,20503,0.52,440,2443,1.34,3,167192,0.39,5,374,0,High Risk,High missed payments
1347,driver,94761,0.2,319,1265,0.73,10,173812,0.25,0,817,1,Low Risk,Stable financial behavior
1348,delivery_agent,46976,0.32,296,1745,1.69,5,153107,0.33,0,536,0,High Risk,Stable financial behavior
1349,shopkeeper,21590,0.2,61,1957,1.87,2,120271,0.36,1,376,0,High Risk,Stable financial behavior
1350,shopkeeper,20886,0.23,404,768,0.75,6,87388,0.28,3,379,0,High Risk,High missed payments
1351,delivery_agent,22866,0.35,438,830,1.73,5,72335,0.26,3,393,0,High Risk,High missed payments
1352,shopkeeper,76624,0.13,386,1069,1.9,2,63315,0.34,3,707,1,Medium Risk,High missed payments
1353,shopkeeper,78899,0.21,155,1453,1.91,3,124922,0.3,5,709,1,Medium Risk,High missed payments
1354,shopkeeper,42792,0.57,81,1476,1.87,9,66627,0.34,5,496,0,High Risk,High missed payments
1355,vendor,19764,0.33,123,713,1.32,4,159375,0.33,4,361,0,High Risk,High missed payments
1356,vendor,96156,0.32,220,1822,1.03,8,69334,0.37,2,818,1,Low Risk,Stable financial behavior
1357,freelancer,52727,0.11,386,2697,0.51,5,85700,0.34,2,567,0,High Risk,Stable financial behavior
1358,driver,88471,0.22,118,60,0.59,3,59726,0.28,2,766,1,Low Risk,Stable financial behavior
1359,delivery_agent,18068,0.53,350,2284,1.14,10,50694,0.36,4,361,0,High Risk,High missed payments
1360,delivery_agent,17295,0.18,411,2823,1.1,10,182325,0.25,3,361,0,High Risk,High missed payments
1361,delivery_agent,51160,0.31,186,1088,0.78,6,175302,0.16,2,550,0,High Risk,Low savings
1362,freelancer,21390,0.11,482,2875,1.09,1,83545,0.05,3,382,0,High Risk,High missed payments
1363,vendor,30131,0.34,466,2508,0.76,3,167997,0.3,1,438,0,High Risk,Stable financial behavior
1364,freelancer,85969,0.11,149,634,1.77,4,26033,0.32,2,756,1,Low Risk,Stable financial behavior
1365,delivery_agent,25038,0.51,195,1125,0.95,3,82461,0.49,1,399,0,High Risk,Stable financial behavior
1366,driver,62327,0.51,58,2674,1.4,3,22665,0.21,4,607,1,Medium Risk,High missed payments
1367,shopkeeper,87064,0.49,111,1424,1.25,10,47025,0.23,0,765,1,Low Risk,Stable financial behavior
1368,vendor,31281,0.24,234,1501,0.58,8,174605,0.14,5,430,0,High Risk,High missed payments
1369,vendor,64189,0.52,78,1904,1.91,10,196969,0.08,4,622,1,Medium Risk,High missed payments
1370,freelancer,58511,0.37,430,1839,1.29,1,97661,0.4,4,598,0,High Risk,High missed payments
1371,vendor,18605,0.29,163,792,0.99,5,140473,0.16,4,354,0,High Risk,High missed payments
1372,delivery_agent,11381,0.41,458,1826,0.74,7,40998,0.32,2,327,0,High Risk,Stable financial behavior
1373,delivery_agent,76634,0.11,192,253,1.01,7,81248,0.36,1,704,1,Medium Risk,Stable financial behavior
1374,freelancer,29810,0.17,439,1126,0.53,10,124493,0.26,5,430,0,High Risk,High missed payments
1375,delivery_agent,34322,0.47,169,1023,1.05,6,43057,0.44,2,453,0,High Risk,Stable financial behavior
1376,driver,51869,0.22,219,1448,1.3,9,99244,0.25,0,562,0,High Risk,Stable financial behavior
1377,freelancer,42955,0.4,206,1915,1.81,10,117031,0.18,5,501,0,High Risk,High missed payments
1378,driver,71388,0.29,384,1349,1.53,3,132713,0.45,4,674,1,Medium Risk,High missed payments
1379,shopkeeper,20207,0.53,398,1104,0.67,6,125887,0.44,3,375,0,High Risk,High missed payments
1380,driver,97329,0.58,309,1208,0.72,9,87173,0.12,0,830,1,Low Risk,Low savings
1381,shopkeeper,77628,0.54,131,154,1.14,5,58734,0.06,1,704,1,Medium Risk,Low savings
1382,shopkeeper,38220,0.24,291,302,0.79,10,82072,0.09,0,483,0,High Risk,Low savings
1383,driver,94050,0.2,490,344,0.54,5,114194,0.18,2,812,1,Low Risk,Low savings
1384,freelancer,84085,0.34,482,2765,1.71,1,159741,0.49,3,754,1,Low Risk,High missed payments
1385,delivery_agent,32031,0.1,221,1231,0.53,7,133272,0.3,2,440,0,High Risk,Stable financial behavior
1386,delivery_agent,80721,0.11,280,598,1.75,7,87902,0.22,5,725,1,Medium Risk,High missed payments
1387,shopkeeper,90807,0.38,257,2728,0.72,10,142247,0.45,4,785,1,Low Risk,High missed payments
1388,shopkeeper,81312,0.36,124,1827,1.96,6,169982,0.25,4,724,1,Medium Risk,High missed payments
1389,freelancer,69766,0.6,319,348,1.41,10,76959,0.19,0,671,1,Medium Risk,Low savings
1390,vendor,22449,0.2,436,1798,1.6,8,116623,0.47,4,392,0,High Risk,High missed payments
1391,driver,99833,0.23,163,1893,0.67,7,151438,0.43,4,834,1,Low Risk,High missed payments
1392,shopkeeper,66699,0.16,111,150,1.79,8,68415,0.43,5,638,1,Medium Risk,High missed payments
1393,delivery_agent,91253,0.56,411,2429,1.76,8,144716,0.28,1,799,1,Low Risk,Stable financial behavior
1394,freelancer,56092,0.49,369,2933,1.48,5,141209,0.41,1,590,0,High Risk,Stable financial behavior
1395,driver,73671,0.51,151,1824,1.25,1,29907,0.13,2,679,1,Medium Risk,Low savings
1396,freelancer,20350,0.55,478,2490,1.58,11,115825,0.31,2,384,0,High Risk,Stable financial behavior
1397,driver,78487,0.36,411,923,0.51,6,52780,0.49,1,722,1,Medium Risk,Stable financial behavior
1398,driver,27622,0.33,259,2478,1.39,2,55085,0.18,0,418,0,High Risk,Low savings
1399,shopkeeper,80263,0.27,491,141,1.77,6,40426,0.41,1,738,1,Medium Risk,Stable financial behavior
1400,freelancer,63117,0.39,304,496,1.04,8,199269,0.27,2,626,1,Medium Risk,Stable financial behavior
1401,freelancer,68394,0.33,69,158,0.66,9,27485,0.07,3,646,1,Medium Risk,High missed payments
1402,delivery_agent,33782,0.33,107,366,1.13,9,69527,0.39,4,445,0,High Risk,High missed payments
1403,delivery_agent,38454,0.57,161,1885,1.59,1,144604,0.13,5,467,0,High Risk,High missed payments
1404,shopkeeper,77904,0.59,362,1993,0.66,5,111005,0.33,3,711,1,Medium Risk,High missed payments
1405,shopkeeper,25592,0.5,245,1508,0.81,5,78528,0.09,3,399,0,High Risk,High missed payments
1406,vendor,32173,0.48,424,491,0.72,8,140631,0.48,4,446,0,High Risk,High missed payments
1407,delivery_agent,43204,0.44,402,2315,1.7,8,47799,0.18,1,516,0,High Risk,Low savings
1408,driver,45596,0.18,141,1295,0.59,4,197411,0.15,0,518,0,High Risk,Low savings
1409,freelancer,44324,0.13,101,2770,1.53,4,167159,0.11,3,506,0,High Risk,High missed payments
1410,shopkeeper,71202,0.45,342,1601,1.05,8,158518,0.48,0,680,1,Medium Risk,Stable financial behavior
1411,freelancer,99400,0.46,57,327,1.63,7,114817,0.37,5,827,1,Low Risk,High missed payments
1412,freelancer,40750,0.12,349,618,1.95,6,78260,0.38,5,494,0,High Risk,High missed payments
1413,vendor,86112,0.56,147,1059,0.67,7,165949,0.27,5,749,1,Medium Risk,High missed payments
1414,delivery_agent,26566,0.15,285,2972,0.97,5,175795,0.26,2,410,0,High Risk,Stable financial behavior
1415,shopkeeper,17190,0.24,438,2563,1.72,2,32943,0.1,3,357,0,High Risk,High missed payments
1416,freelancer,98607,0.44,423,888,0.9,6,161378,0.3,5,832,1,Low Risk,High missed payments
1417,shopkeeper,48333,0.18,118,2851,0.82,7,187856,0.16,2,532,0,High Risk,Low savings
1418,driver,90905,0.13,464,1657,1.74,7,141401,0.49,5,793,1,Low Risk,High missed payments
1419,vendor,99571,0.27,94,2935,1.98,0,171527,0.41,1,835,1,Low Risk,Stable financial behavior
1420,driver,11589,0.48,186,79,1.34,6,181046,0.24,3,317,0,High Risk,High missed payments
1421,shopkeeper,35235,0.31,283,2456,0.92,2,47371,0.12,2,458,0,High Risk,Low savings
1422,shopkeeper,10159,0.43,81,1992,1.1,1,118746,0.4,5,300,0,High Risk,High missed payments
1423,delivery_agent,22145,0.39,338,2183,0.76,1,121248,0.1,2,382,0,High Risk,Low savings
1424,freelancer,90909,0.11,175,1307,1.64,7,155008,0.14,5,780,1,Low Risk,High missed payments
1425,freelancer,41921,0.59,116,2844,1.66,8,184238,0.15,1,497,0,High Risk,Low savings
1426,driver,26237,0.12,79,2410,1.81,2,45727,0.3,0,405,0,High Risk,Stable financial behavior
1427,vendor,18244,0.58,163,414,0.54,2,134000,0.4,5,349,0,High Risk,High missed payments
1428,freelancer,24743,0.37,253,1850,1.34,5,83969,0.19,0,402,0,High Risk,Low savings
1429,delivery_agent,56101,0.58,78,1872,0.82,10,179440,0.09,3,574,0,High Risk,High missed payments
1430,driver,94227,0.16,180,1912,1.01,9,88531,0.26,1,808,1,Low Risk,Stable financial behavior
1431,driver,66378,0.35,234,954,1.68,0,59097,0.39,3,640,1,Medium Risk,High missed payments
1432,delivery_agent,81126,0.18,302,747,0.79,5,186056,0.15,0,734,1,Medium Risk,Low savings
1433,vendor,66071,0.13,335,2228,1.46,11,70859,0.15,1,649,1,Medium Risk,Low savings
1434,delivery_agent,81121,0.41,442,2900,1.48,2,195363,0.48,4,733,1,Medium Risk,High missed payments
1435,vendor,84763,0.2,459,2886,1.93,10,173222,0.48,1,766,1,Low Risk,Stable financial behavior
1436,delivery_agent,22237,0.39,435,1905,1.66,3,173133,0.5,1,393,0,High Risk,Stable financial behavior
1437,delivery_agent,25649,0.16,111,400,1.71,8,180250,0.41,4,399,0,High Risk,High missed payments
1438,shopkeeper,47713,0.27,52,229,1.3,2,76790,0.13,2,524,0,High Risk,Low savings
1439,driver,83463,0.49,479,1553,0.78,0,85696,0.15,2,747,1,Medium Risk,Low savings
1440,delivery_agent,55409,0.32,117,1236,1.14,2,35648,0.2,2,572,0,High Risk,Stable financial behavior
1441,delivery_agent,58766,0.41,74,1856,1.32,6,81779,0.19,0,596,0,High Risk,Low savings
1442,freelancer,56154,0.42,228,823,1.52,6,126371,0.48,1,586,0,High Risk,Stable financial behavior
1443,driver,17016,0.52,190,559,1.41,10,56672,0.41,5,348,0,High Risk,High missed payments
1444,freelancer,89563,0.26,280,414,1.09,4,89109,0.38,4,776,1,Low Risk,High missed payments
1445,driver,58688,0.44,349,402,0.9,0,54593,0.13,5,591,0,High Risk,High missed payments
1446,freelancer,99678,0.58,212,2897,0.75,10,164858,0.46,0,843,1,Low Risk,Stable financial behavior
1447,delivery_agent,64238,0.47,360,1156,1.54,7,29815,0.42,4,633,1,Medium Risk,High missed payments
1448,delivery_agent,68608,0.34,442,1298,1.47,9,173038,0.12,5,658,1,Medium Risk,High missed payments
1449,shopkeeper,99081,0.42,179,461,1.53,7,164866,0.44,0,839,1,Low Risk,Stable financial behavior
1450,freelancer,41897,0.47,494,784,1.06,9,182495,0.17,0,512,0,High Risk,Low savings
1451,vendor,60961,0.41,295,167,0.89,11,41302,0.09,0,617,1,Medium Risk,Low savings
1452,shopkeeper,78703,0.11,346,531,1.64,9,105140,0.35,4,719,1,Medium Risk,High missed payments
1453,freelancer,54757,0.2,221,241,1.66,9,178907,0.34,5,572,0,High Risk,High missed payments
1454,freelancer,36917,0.51,113,2688,1.18,1,93356,0.09,5,456,0,High Risk,High missed payments
1455,shopkeeper,32736,0.24,80,2687,1.42,9,69282,0.19,3,439,0,High Risk,High missed payments
1456,delivery_agent,37990,0.47,96,2756,1.06,2,148451,0.5,0,474,0,High Risk,Stable financial behavior
1457,freelancer,72551,0.29,179,156,1.55,3,141347,0.36,2,677,1,Medium Risk,Stable financial behavior
1458,delivery_agent,68161,0.36,401,431,1.75,0,43814,0.38,1,660,1,Medium Risk,Stable financial behavior
1459,shopkeeper,89623,0.13,382,832,1.53,3,175161,0.15,3,782,1,Low Risk,High missed payments
1460,delivery_agent,32440,0.19,159,2487,1.27,4,183818,0.09,3,437,0,High Risk,High missed payments
1461,driver,45205,0.58,118,293,1.19,2,101673,0.17,4,507,0,High Risk,High missed payments
1462,vendor,90811,0.55,107,2682,1.46,10,71940,0.16,3,781,1,Low Risk,High missed payments
1463,freelancer,65103,0.43,155,2966,1.52,9,106796,0.16,5,628,1,Medium Risk,High missed payments
1464,vendor,80812,0.33,349,517,1.34,1,56476,0.14,4,725,1,Medium Risk,High missed payments
1465,delivery_agent,51627,0.44,379,915,1.44,5,177355,0.31,4,557,0,High Risk,High missed payments
1466,freelancer,29008,0.41,305,1611,0.64,7,152841,0.2,2,424,0,High Risk,Stable financial behavior
1467,delivery_agent,81274,0.38,361,1283,1.93,6,62278,0.42,0,741,1,Medium Risk,Stable financial behavior
1468,driver,42402,0.13,220,653,1.69,10,198066,0.13,3,502,0,High Risk,High missed payments
1469,shopkeeper,63384,0.42,432,1710,1.06,0,35634,0.26,0,632,1,Medium Risk,Stable financial behavior
1470,freelancer,15793,0.48,211,1146,1.34,3,146259,0.06,0,346,0,High Risk,Low savings
1471,driver,15571,0.6,335,2065,0.57,2,162037,0.27,0,348,0,High Risk,Stable financial behavior
1472,driver,26209,0.11,120,1708,0.56,5,178638,0.08,4,396,0,High Risk,High missed payments
1473,freelancer,53148,0.47,304,1783,0.88,8,72196,0.49,0,573,0,High Risk,Stable financial behavior
1474,delivery_agent,12224,0.39,423,1663,1.53,8,118679,0.41,3,332,0,High Risk,High missed payments
1475,driver,58695,0.32,104,909,1.78,6,199357,0.27,4,591,0,High Risk,High missed payments
1476,vendor,42441,0.16,372,1929,1.34,11,150861,0.09,3,507,0,High Risk,High missed payments
1477,driver,49129,0.3,446,1326,1.3,8,39420,0.32,4,547,0,High Risk,High missed payments
1478,delivery_agent,72368,0.28,52,62,1.1,7,176308,0.39,1,675,1,Medium Risk,Stable financial behavior
1479,delivery_agent,54760,0.25,75,2396,0.74,4,26218,0.14,1,568,0,High Risk,Low savings
1480,vendor,33478,0.47,362,1149,0.68,8,144283,0.31,1,455,0,High Risk,Stable financial behavior
1481,driver,81854,0.45,175,1124,1.64,6,84057,0.42,1,735,1,Medium Risk,Stable financial behavior
1482,delivery_agent,95716,0.39,457,836,1.89,4,98609,0.4,4,821,1,Low Risk,High missed payments
1483,freelancer,22180,0.57,102,198,1.19,7,162298,0.41,0,383,0,High Risk,Stable financial behavior
